Date,A_None,A_D0,A_D1,A_D2,A_D3,A_D4,P_None,P_D0,P_D1,P_D2,P_D3,P_D4
2011-08-23,92.12,7.88,0.0,0.0,0.0,0.0,"145,687.86","12,460.02",0.00,0.00,0.00,0.00
2011-08-16,92.12,7.88,0.0,0.0,0.0,0.0,"145,687.86","12,460.02",0.00,0.00,0.00,0.00
2011-08-09,85.34,14.66,0.0,0.0,0.0,0.0,"134,961.71","23,186.16",0.00,0.00,0.00,0.00
2011-08-02,85.34,14.66,0.0,0.0,0.0,0.0,"134,961.71","23,186.16",0.00,0.00,0.00,0.00
2011-07-26,85.34,14.66,0.0,0.0,0.0,0.0,"134,961.71","23,186.16",0.00,0.00,0.00,0.00
2011-07-19,85.34,14.66,0.0,0.0,0.0,0.0,"134,961.71","23,186.16",0.00,0.00,0.00,0.00
2011-07-12,87.87,12.13,0.0,0.0,0.0,0.0,"138,961.20","19,186.67",0.00,0.00,0.00,0.00
2011-07-05,87.71,12.29,0.0,0.0,0.0,0.0,"138,715.32","19,432.55",0.00,0.00,0.00,0.00
2011-06-28,87.71,12.29,0.0,0.0,0.0,0.0,"138,715.32","19,432.55",0.00,0.00,0.00,0.00
2011-06-21,99.99,0.01,0.0,0.0,0.0,0.0,"158,136.73",11.14,0.00,0.00,0.00,0.00
2011-06-14,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-06-07,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-05-31,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-05-24,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-05-17,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-05-10,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-05-03,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-04-26,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-04-19,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-04-12,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-04-05,99.99,0.01,0.0,0.0,0.0,0.0,"158,132.61",15.26,0.00,0.00,0.00,0.00
2011-03-29,99.94,0.06,0.0,0.0,0.0,0.0,"158,046.17",101.70,0.00,0.00,0.00,0.00
2011-03-22,96.87,3.13,0.0,0.0,0.0,0.0,"153,200.07","4,947.81",0.00,0.00,0.00,0.00
2011-03-15,94.2,5.8,0.0,0.0,0.0,0.0,"148,973.00","9,174.87",0.00,0.00,0.00,0.00
2011-03-08,94.2,5.8,0.0,0.0,0.0,0.0,"148,973.00","9,174.87",0.00,0.00,0.00,0.00
2011-03-01,99.94,0.06,0.0,0.0,0.0,0.0,"158,046.17",101.70,0.00,0.00,0.00,0.00
2011-02-22,99.94,0.06,0.0,0.0,0.0,0.0,"158,046.17",101.70,0.00,0.00,0.00,0.00
2011-02-15,77.34,22.66,0.0,0.0,0.0,0.0,"122,312.69","35,835.18",0.00,0.00,0.00,0.00
2011-02-08,77.34,22.66,0.0,0.0,0.0,0.0,"122,312.69","35,835.18",0.00,0.00,0.00,0.00
2011-02-01,99.94,0.06,0.0,0.0,0.0,0.0,"158,046.17",101.70,0.00,0.00,0.00,0.00
2011-01-25,99.94,0.06,0.0,0.0,0.0,0.0,"158,046.17",101.70,0.00,0.00,0.00,0.00
2011-01-18,99.94,0.06,0.0,0.0,0.0,0.0,"158,046.17",101.70,0.00,0.00,0.00,0.00
2011-01-11,99.93,0.07,0.0,0.0,0.0,0.0,"158,033.75",114.12,0.00,0.00,0.00,0.00
2011-01-04,98.62,1.38,0.0,0.0,0.0,0.0,"155,967.82","2,180.05",0.00,0.00,0.00,0.00
2010-12-28,98.62,1.38,0.0,0.0,0.0,0.0,"155,959.43","2,188.44",0.00,0.00,0.00,0.00
2010-12-21,94.86,5.14,0.0,0.0,0.0,0.0,"150,014.71","8,133.16",0.00,0.00,0.00,0.00
2010-12-14,79.56,20.44,1.25,0.0,0.0,0.0,"125,818.89","32,328.98","1,973.88",0.00,0.00,0.00
2010-12-07,78.93,21.07,2.14,0.0,0.0,0.0,"124,826.24","33,321.63","3,385.19",0.00,0.00,0.00
2010-11-30,81.67,18.33,2.41,0.0,0.0,0.0,"129,159.38","28,988.49","3,808.58",0.00,0.00,0.00
2010-11-23,90.14,9.86,2.41,0.0,0.0,0.0,"142,550.66","15,597.21","3,808.58",0.00,0.00,0.00
2010-11-16,90.14,9.86,4.62,0.19,0.0,0.0,"142,550.66","15,597.21","7,305.65",297.98,0.00,0.00
2010-11-09,90.14,9.86,4.62,0.19,0.0,0.0,"142,550.66","15,597.21","7,305.65",297.98,0.00,0.00
2010-11-02,90.14,9.86,4.62,0.19,0.0,0.0,"142,550.66","15,597.21","7,305.65",297.98,0.00,0.00
2010-10-26,90.14,9.86,4.62,0.19,0.0,0.0,"142,550.66","15,597.21","7,305.65",297.98,0.00,0.00
2010-10-19,88.08,11.92,6.07,0.24,0.0,0.0,"139,289.88","18,858.00","9,592.68",375.66,0.00,0.00
2010-10-12,88.08,11.92,6.07,0.24,0.0,0.0,"139,289.88","18,858.00","9,592.68",375.66,0.00,0.00
2010-10-05,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-09-28,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-09-21,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-09-14,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-09-07,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-08-31,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-08-24,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-08-17,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-08-10,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-08-03,85.44,14.56,8.08,0.24,0.0,0.0,"135,125.29","23,022.58","12,773.52",375.66,0.00,0.00
2010-07-27,87.46,12.54,8.08,0.24,0.0,0.0,"138,311.39","19,836.48","12,773.52",375.66,0.00,0.00
2010-07-20,87.79,12.21,8.08,0.24,0.0,0.0,"138,836.72","19,311.15","12,773.52",375.66,0.00,0.00
2010-07-13,87.97,12.03,8.08,0.24,0.0,0.0,"139,119.88","19,027.99","12,773.52",375.66,0.00,0.00
2010-07-06,87.97,12.03,8.08,0.24,0.0,0.0,"139,119.88","19,027.99","12,773.52",375.66,0.00,0.00
2010-06-29,87.97,12.03,8.08,0.24,0.0,0.0,"139,119.88","19,027.99","12,773.52",375.66,0.00,0.00
2010-06-22,87.97,12.03,8.08,0.24,0.0,0.0,"139,119.88","19,027.99","12,773.52",375.66,0.00,0.00
2010-06-15,87.97,12.03,8.08,0.24,0.0,0.0,"139,119.88","19,027.99","12,773.52",375.66,0.00,0.00
2010-06-08,87.97,12.03,8.08,5.97,0.0,0.0,"139,119.88","19,027.99","12,773.52","9,445.88",0.00,0.00
2010-06-01,87.02,12.98,8.08,5.97,0.0,0.0,"137,619.66","20,528.21","12,773.52","9,445.88",0.00,0.00
2010-05-25,87.02,12.98,8.08,5.97,0.0,0.0,"137,619.66","20,528.21","12,773.52","9,445.88",0.00,0.00
2010-05-18,81.3,18.7,8.58,6.96,0.0,0.0,"128,576.83","29,571.04","13,564.91","11,009.32",0.00,0.00
2010-05-11,72.69,27.31,9.13,7.09,0.0,0.0,"114,954.11","43,193.76","14,433.11","11,215.39",0.00,0.00
2010-05-04,72.82,27.18,9.89,7.1,0.0,0.0,"115,159.50","42,988.37","15,640.08","11,226.47",0.00,0.00
2010-04-27,72.82,27.18,9.89,7.1,0.0,0.0,"115,159.50","42,988.37","15,640.08","11,226.47",0.00,0.00
2010-04-20,67.61,32.39,9.89,7.1,0.0,0.0,"106,924.35","51,223.52","15,640.08","11,226.47",0.00,0.00
2010-04-13,67.76,32.24,9.89,7.1,0.0,0.0,"107,159.16","50,988.71","15,640.08","11,226.47",0.00,0.00
2010-04-06,63.21,36.79,9.89,7.1,0.0,0.0,"99,957.41","58,190.46","15,640.08","11,226.47",0.00,0.00
2010-03-30,63.24,36.76,9.91,7.1,0.0,0.0,"100,015.50","58,132.37","15,677.32","11,226.47",0.00,0.00
2010-03-23,64.29,35.71,9.91,7.1,0.0,0.0,"101,671.95","56,475.92","15,677.32","11,226.47",0.00,0.00
2010-03-16,66.08,33.92,10.14,6.75,0.0,0.0,"104,497.73","53,650.14","16,031.49","10,671.44",0.00,0.00
2010-03-09,66.67,33.33,10.91,5.88,0.0,0.0,"105,438.49","52,709.38","17,251.81","9,299.42",0.00,0.00
2010-03-02,64.59,35.41,10.72,4.28,0.0,0.0,"102,147.55","56,000.32","16,945.96","6,773.13",0.00,0.00
2010-02-23,64.59,35.41,10.72,4.28,0.0,0.0,"102,147.55","56,000.32","16,945.96","6,773.13",0.00,0.00
2010-02-16,64.05,35.95,10.98,4.28,0.0,0.0,"101,294.91","56,852.96","17,367.65","6,773.13",0.00,0.00
2010-02-09,44.32,55.68,10.98,2.19,0.0,0.0,"70,097.43","88,050.44","17,367.65","3,456.75",0.00,0.00
2010-02-02,43.19,56.81,18.75,2.19,0.0,0.0,"68,299.40","89,848.47","29,653.14","3,456.75",0.00,0.00
2010-01-26,42.61,57.39,19.41,2.19,0.0,0.0,"67,394.34","90,753.53","30,689.86","3,456.75",0.00,0.00
2010-01-19,7.94,92.06,63.2,13.98,0.0,0.0,"12,564.32","145,583.55","99,951.12","22,104.43",0.00,0.00
2010-01-12,6.56,93.44,72.94,21.22,0.0,0.0,"10,380.50","147,767.37","115,348.61","33,555.88",0.00,0.00
2010-01-05,6.56,93.44,72.75,9.04,0.0,0.0,"10,380.50","147,767.37","115,054.89","14,297.14",0.00,0.00
2009-12-29,6.56,93.44,72.16,9.24,0.0,0.0,"10,380.50","147,767.37","114,122.22","14,618.26",0.00,0.00
